Interessado;UF;Tipo Interesse;Tipo Operação;Finalidade;Tipo Credor;Credor;Moeda;Valor;N Processo;Status;Data;Analisado
Agudo;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 17.000.000,00 ;17944.100120/2022-72;Deferido;31/01/2022;STN
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 480.000,00 ;17944.001497/2013-59;Deferido;21/11/2013;STN
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 500.000,00 ;19406.000013/2010-24;Deferido;01/03/2010;STN
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 530.000,00 ;19406.000092/2002-63;Deferido;05/07/2002;STN
Agudos do Sul;PR;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 320.000,00 ;19406.000372/2008-67;Deferido;05/09/2008;STN
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 600.000,00 ;19406.000416/2006-97;Deferido;28/07/2006;STN
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 980.000,00 ;17944.000714/2016-36;Deferido;02/08/2016;STN
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 5.000.000,00 ;PVL02.003702/2021-68;Deferido (PVL-IF);20/01/2022;Instituição Financeira
Aguiar;PB;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 206.210,00 ;17944.001290/2008-17;Arquivado;26/08/2008;STN
Aimorés;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 825.000,00 ;00000.000000/0057-59;Devolvido;17/06/2010;STN
Aimorés;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 825.000,00 ;17944.001313/2010-16;Deferido;27/09/2010;STN
Aiuaba;CE;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 608.000,00 ;00000.000000/0067-09;Devolvido;19/04/2011;STN
Ajuricaba;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real; R$ 2.000.000,00 ;PVL02.003015/2018-47;Deferido (PVL-IF);27/06/2019;Instituição Financeira
Alagoa Grande;PB;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 690.800,00 ;17944.000859/2008-27;Arquivado;29/08/2008;STN
Alagoa Nova;PB;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 355.326,00 ;17944.000866/2008-29;Arquivado;26/08/2008;STN
Alagoas;AL;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Nordeste do Brasil S/A;Dólar dos EUA; R$ 9.000.000,00 ;19407.000001/2005-22;Indeferido;12/06/2006;STN
Alagoas;AL;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 300.000.000,00 ;17944.000821/2017-45;Deferido;20/10/2017;STN
Alagoas;AL;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 320.729.000,00 ;17944.101756/2017-74;Arquivado a pedido;14/02/2019;STN
Alagoas;AL;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 300.000.000,00 ;17944.104841/2018-75;Encaminhado à PGFN (decisão judicial);05/07/2018;STN
Alagoas;AL;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 177.000.000,00 ;17944.100580/2020-39;Encaminhado à PGFN (decisão judicial);13/03/2020;STN
Alagoas;AL;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 300.000.000,00 ;17944.100613/2020-41;Encaminhado à PGFN (decisão judicial);13/03/2020;STN
Alagoas;AL;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 770.000.000,00 ;17944.100789/2022-64;Encaminhado à PGFN com manifestação técnica favorável;30/03/2022;STN
Alagoas;AL;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 100.000.000,00 ;17944.102503/2022-85;Encaminhado à PGFN com manifestação técnica favorável;29/07/2022;STN
Alagoinha;PB;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 274.097,00 ;17944.000563/2008-14;Indeferido;27/05/2008;STN
Alagoinha;PE;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 126.750,00 ;17944.000907/2008-87;Arquivado;13/08/2008;STN
Alagoinhas;BA;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Internacional;Corporação Andina de Fomento;Dólar dos EUA; R$ 11.500.000,00 ;17944.000164/2014-93;Encaminhado à PGFN com manifestação técnica favorável;25/04/2017;STN
Alagoinhas;BA;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 814.150,00 ;17944.000741/2008-07;Arquivado por decurso de prazo;15/01/2009;STN
Alagoinhas;BA;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 3.420.515,80 ;19407.000024/2004-56;Indeferido;21/06/2004;STN
Alagoinhas;BA;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 7.000.000,00 ;19407.000046/2006-88;Deferido;23/06/2006;STN
Alagoinhas;BA;Município;Operação Contratual Interna;Saneamento para Todos;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 12.226.396,16 ;17944.109776/2018-74;Deferido;14/12/2018;STN
Alagoinhas;BA;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 49.900.000,00 ;17944.100943/2022-06;Deferido;29/03/2022;STN
Alambari;SP;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 1.500.000,00 ;PVL02.000844/2020-92;Deferido (PVL-IF);30/07/2020;Instituição Financeira
Albertina;MG;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 1.000.000,00 ;17944.103034/2017-54;Arquivado por decurso de prazo;19/02/2018;STN
Albertina;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 1.000.000,00 ;PVL02.002875/2021-69;Deferido (PVL-IF);17/11/2021;Instituição Financeira
Alcântaras;CE;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 2.289.665,00 ;PVL02.007788/2022-89;Deferido (PVL-IF);14/09/2022;Instituição Financeira
Alcantil;PB;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 300.690,00 ;17944.000241/2008-67;Deferido;30/04/2008;STN
Alcinópolis;MS;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 421.480,00 ;17944.000103/2008-88;Deferido;01/04/2008;STN
Alcobaça;BA;Município;Operação Contratual Interna;Saúde;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real; R$ 107.000,00 ;17944.001181/2014-48;Arquivado por decurso de prazo;18/02/2015;STN
Alecrim;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real; R$ 700.000,00 ;17944.001897/2014-45;Deferido;08/01/2015;STN
Alecrim;RS;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 299.450,00 ;19406.000436/2008-20;Deferido;07/10/2008;STN
Alecrim;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real; R$ 900.000,00 ;PVL02.006341/2019-97;Deferido (PVL-IF);28/10/2019;Instituição Financeira
Alegrete;RS;Município;Operação Contratual Interna;Saneamento para Todos;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 5.000.000,00 ;19406.000431/2008-05;Deferido;06/02/2009;STN
Alegrete;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 15.000.000,00 ;17944.102114/2019-54;Arquivado por decurso de prazo;22/10/2019;STN
Alegrete;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real; R$ 4.964.596,60 ;PVL02.001183/2020-12;Deferido (PVL-IF);26/05/2020;Instituição Financeira
Alegria;RS;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 413.450,00 ;17944.000525/2008-53;Deferido;30/04/2008;STN
Alegria;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real; R$ 697.790,00 ;17944.000791/2012-62;Deferido;18/06/2012;STN
Além Paraíba;MG;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 253.500,00 ;17944.000721/2008-28;Arquivado;09/02/2009;STN
Além Paraíba;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 1.800.000,00 ;17944.000930/2011-77;Arquivado por decurso de prazo;23/05/2012;STN
Além Paraíba;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 1.000.000,00 ;17944.001168/2015-70;Deferido;29/12/2015;STN
Além Paraíba;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 10.000.000,00 ;17944.103274/2021-35;Deferido;21/10/2021;STN
Alexânia;GO;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 2.831.200,00 ;00000.000000/0106-55;Devolvido;19/12/2013;STN
Alexânia;GO;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 3.046.240,00 ;17944.001868/2014-83;Deferido;09/01/2015;STN
Alfenas;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 5.000.000,00 ;00000.000000/0071-51;Devolvido;12/08/2011;STN
Alfenas;MG;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 800.000,00 ;17944.000597/2008-09;Deferido;16/04/2008;STN
Alfenas;MG;Município;Operação Contratual Interna;Saneamento para Todos;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 3.530.000,00 ;17944.000682/2007-88;Deferido;26/07/2007;STN
Alfenas;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 5.000.000,00 ;17944.000777/2010-05;Deferido;17/12/2010;STN
Alfenas;MG;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 6.000.000,00 ;17944.000951/2010-10;Deferido;17/12/2010;STN
Alfenas;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 5.000.000,00 ;17944.001505/2011-03;Deferido;20/04/2012;STN
Alfenas;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real; R$ 3.000.000,00 ;17944.102865/2017-17;Deferido;22/12/2017;STN
Alfenas;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 21.000.000,00 ;17944.103983/2020-30;Deferido;05/11/2020;STN
Alfredo Chaves;ES;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 299.450,00 ;17944.001001/2008-80;Arquivado;10/09/2008;STN
Alfredo Marcondes;SP;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real; R$ 172.700,00 ;17944.000687/2008-91;Arquivado;11/09/2008;STN
Alfredo Wagner;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real; R$ 50.000,00 ;19406.000234/2002-92;Deferido;10/10/2002;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 1.600.000,00 ;17944.001570/2011-21;Arquivado por decurso de prazo;15/01/2013;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 7.200.000,00 ;17944.001959/2013-38;Deferido;19/05/2014;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 1.700.000,00 ;19406.000044/2010-85;Deferido;07/04/2010;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 3.400.000,00 ;19406.000150/2008-44;Deferido;15/04/2008;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 4.080.000,00 ;19406.000212/2006-56;Deferido;12/06/2006;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 1.600.000,00 ;19406.000523/2009-68;Indeferido;30/12/2009;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 1.300.000,00 ;19406.000864/2006-91;Deferido;26/01/2007;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 3.000.000,00 ;17944.000888/2016-07;Arquivado por decurso de prazo;09/02/2017;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 3.000.000,00 ;17944.000211/2017-41;Deferido;11/04/2017;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 7.000.000,00 ;17944.000661/2017-34;Deferido;21/08/2017;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 5.000.000,00 ;17944.100088/2018-49;Deferido;28/08/2018;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 6.000.000,00 ;17944.102807/2019-47;Deferido;07/08/2019;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real; R$ 2.000.000,00 ;PVL02.003088/2019-10;Deferido (PVL-IF);09/08/2019;Instituição Financeira
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 7.000.000,00 ;17944.104736/2019-17;Deferido;16/12/2019;STN
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 4.500.000,00 ;PVL02.000614/2020-23;Deferido (PVL-IF);23/04/2020;Instituição Financeira
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real; R$ 4.000.000,00 ;PVL02.001308/2021-95;Deferido (PVL-IF);12/07/2021;Instituição Financeira
Almirante Tamandaré;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real; R$ 3.000.000,00 ;PVL02.001281/2022-11;Deferido (PVL-IF);24/03/2022;Instituição Financeira
Almirante Tamandaré do Sul;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real; R$ 300.000,00 ;19406.000536/2007-75;Deferido;01/02/2008;STN
